文件名,分类,主题,物种,状态,帧,尺寸/规格,大小,版本,生成日期,规范条目,路径
share-card-a6-cmyk-300dpi.pdf,physical/share-card,-,-,-,-,A6 105×148mm+出血3mm,153KB,v1.0,2026-08-11,v9.0 §5 分享卡,docs/visual-assets/physical/share-card-a6-cmyk-300dpi.pdf
instruction-card-cmyk-300dpi.pdf,physical/instruction,-,-,-,-,A6 105×148mm+出血3mm,170KB,v1.0,2026-08-11,v9.0 §5 说明书,docs/visual-assets/physical/instruction-card-cmyk-300dpi.pdf
sticker-sheet-a4-cmyk-300dpi.pdf,physical/sticker,-,-,-,-,A4 18款 8.7cm+出血,937KB,v1.0,2026-08-11,v9.0 §4.7.1 贴纸 300dpi,docs/visual-assets/physical/sticker-sheet-a4-cmyk-300dpi.pdf
box-dieline-cmyk-300dpi.pdf,physical/box,-,-,-,-,100³mm tuck-end 展开图,1166KB,v1.0,2026-08-11,v9.0 §5 包装定制盒 FSC,docs/visual-assets/physical/box-dieline-cmyk-300dpi.pdf
mold-profile-cat-idle-bitmap.png,physical/mold,-,-,-,-,1024 二值轮廓,5KB,v1.0,2026-08-11,v9.0 §4.7.2 硅胶开模,docs/visual-assets/physical/mold-profile-cat-idle-bitmap.png
mold-profile-cat-idle.svg,physical/mold,-,-,-,-,1024 矢量轮廓,0KB,v1.0,2026-08-11,v9.0 §4.7.2 开模 SVG,docs/visual-assets/physical/mold-profile-cat-idle.svg
share-card-a6-preview.png,physical/preview,-,-,-,-,预览,23KB,v1.0,2026-08-11,—,docs/visual-assets/physical/share-card-a6-preview.png
instruction-card-preview.png,physical/preview,-,-,-,-,预览,38KB,v1.0,2026-08-11,—,docs/visual-assets/physical/instruction-card-preview.png
sticker-sheet-preview.png,physical/preview,-,-,-,-,预览,141KB,v1.0,2026-08-11,—,docs/visual-assets/physical/sticker-sheet-preview.png
box-dieline-preview.png,physical/preview,-,-,-,-,预览,107KB,v1.0,2026-08-11,—,docs/visual-assets/physical/box-dieline-preview.png
